date_year,date_month,comment,rate,bookID,like,lable
1398,1,بسیار عالی بود . اگه به رمان معمایی علاقه مندین حتما بخونین . کتاب خیلی خوب خشونت خانگی رو به نصویر کشیده_بود . من که بی‌وقفه خوندمش,4.0,3917.0,1.0,1.0
1395,11,عالی بود . من که حسابی از خوندنش لذت بردم . خیلی هم جالب تموم شد,5.0,3917.0,0.0,1.0
1398,6,گردونه کار نمیکنه ؟,5.0,4070.0,5.0,1.0
1396,12,معرکه ! هر کسی باید این کتاب رو بخونه,5.0,4070.0,2.0,1.0
1397,9,"کتاب خوبیه مخصوصا برای کسایی که از عادت‌های مضر رنج میبرن و دوست دارن ترکشون کنن . کتاب کمک میکنه که بفهمیم یک عادت چطوری شکل میگیره و بوجود میاد یا با جایگزین کردن با عادات دیگر تغییر میکنه . حالا این عادات بد هم میتونه چیزایی مثل سیگار کشیدن , بازی‌های کامپیوتری باشه و هم هر کار روتین دیگه‌ای که باعث ناراحتی و ضرر میشه",4.0,4070.0,5.0,1.0
1397,3,فوق‌العاده عالی .,5.0,4070.0,2.0,1.0
1398,9,اگر ما عادت‌های درستی رو به وجود بیاریم ( همه‌ی عادتها خوب نیستن ، بی نظمی ، استفاده زیاد از اینترنت ، خواب زیاد ، پرخوری اینا همشون جز عادتهای بد محسوب میشن ) هیچ کاری وجود نداره که نتونیم انجامش بدیم . اساسا عادتها به این دلیل به وجود میان که مغز مرتب به دنبال راه هاییه تا سعی و تلاش رو کم کنه ، اگر تمام کارها به مغز واگذار بشه مغز سعی میکنه تقریبا هر کار روتین و معمولی رو به شکل یک عادت در بیاره ، چون عادتها به ذهن ما اجازه میدن اغلب اوقات تجزیه و تحلیل‌ها رو کاهش بده ، عادت‌ها ناخودآگاه به وجود میان ، ما نمیدونیم که داریم اونها رو ایجاد می‌کنیم ولی میشه اونها رو دستکاری کرد یعنی میشه با تغییر قسمتهایی از اونا به تغییر شکل اونها کمک کرد . اما چرا عادتها قوین ؟ چون اونها اشتیاق و تمایل عصب شناختی ایجاد میکنن ، برای غلبه بر عادت باید تشخیص بدیم کدوم تمایل باعث تحریک رفتار ما میشه ، عادتها یک چرخه‌ی سه مرحله‌ای دارن : سرنخ ، روتین ، پاداش ، منظور از سر نخ ( احساسیه که منو به سمت اون عادت میکشونه ) ، برای عوض کردن عادتها باید سعی کنیم به جای اینکه عادتهای جدید به وجود بیاریم سعی کنیم تا عادتهای قبلی رو عوض کنیم ، برای تغییر دادن عادتها فقط باید به مرحله‌ی میانی یعنی روتین حمله کنیم قانون اینه که اگر ما از همون سرنخا استفاده کنیم میتونیم روتین رو تغییر بدیمو عادتها رو عوض کنیم اگر سر نخ و پاداش همون موارد قبلی بمونن تقریبا هر رفتاری رو میشه عوض کرد .,5.0,4070.0,3.0,1.0
1398,5,من این کتاب رو نخوندم اما به دلیل اینکه در سایت متمم ، جناب محمدرضا شعبانعلی ، این کتاب رو بعنوان یکی از کتابهای معتبر روانشناسی معرفی کرده ، مطمءن هستم کتاب خوب و کارآمدیه,4.0,4070.0,0.0,1.0
1396,12,تعریف این کتاب رو زیاد شنیده‌ام ، جز اولویت هام برای مطالعه است,4.0,4070.0,1.0,1.0
1395,7,"کتاب بسیار خوب, علمی و جذابیه . تا وسطش خوندم و به همه توصیه می‌کنم بخونن",5.0,4070.0,1.0,1.0
1395,2,کتابخیلی خوبیه . بر خلاف کتابهای موفقیت دید کاملا علمی داره و در عین حال از مثالهای عینی هم استفاده کرده و خوب موضوع رو بسط داده,5.0,4070.0,3.0,1.0
1397,11,اصلا از نظر من کتاب خوب و پر محتوایی نبود ترجمشم بد بودهیف اشتراک ک واس این خرج کردم,1.0,4070.0,1.0,0.0
1396,6,این کتاب عالی بود . هرکس باید حداقل یک‌بار در زندگیش بخونه,5.0,4070.0,9.0,1.0
1396,1,کتاب خیلی خیلی خوبیه با بقیه کتاب‌های از این سبک خیلی متفاوته نثر روان داره و همراه با ماجرا‌های واقعی شرکت‌ها وافراد بزرگه . البته بیشتر در مورد عادت‌های سازمانی و شرکت‌ها و عادات اجتماعی هست ولی چند راهکار برای بهبود عادات فردی رو هم میده . در کل چه به فکر کسب و کار باشید چه دنبال اصلاح عادات شخصی یا دنبال اطلاعاتی از عادت این کتاب فوق‌العاده مفید هست .,4.0,4070.0,3.0,1.0
1396,8,این کتاب هم به طرز حزن انگیزی خلاصه‌شده است .,2.0,4070.0,4.0,0.0
1398,3,درود این کتاب رو یه مشاور بهم معرفی کرد . کتاب خوبی بود با اینکه ترجمه‌اش خیلی جذاب نبود ولی قابل‌درک بود . سوالی که شاید براتون پیش بیاد و یا اومده باشه ، آدمی چرا نباید از این زندگی با خودکشی خودش رو خلاص کنه ؟ و این کتاب به نوعی دلیل اینکه چرا نباید خودکشی کرد رو میگه امیدوارم هدفی که برای زندگیتون پیدا می‌کنید اونقدر بهتون انرژی بده که توی هیچ زمانی از زندگیتون دچار یأس فلسفی برای بودنتون توی این دنیا نشید,4.0,4206.0,6.0,1.0
1397,2,کتاب خوبی بود ، ارزش یبار خوندنو داره,2.0,4206.0,0.0,0.0
1397,5,خواندن این کتاب به تمامی عزیزانی که در زندگی با پوچی - بی هدفی و بی معنایی دست به گریبان اند ، پیشنهاد می‌شود . در این کتاب دکتر فرانکل که روان‌شناس و عصب‌شناس چیره‌دستی است ، با تعریف داستان تلخ و سخت زندگی خویش به هنگام اسیری در کمپ‌های کار اجباری و کوره‌های آدم سوزی نازی‌ها در جنگ جهانی دوم ، به خواننده آموزش می‌دهد که چگونه و چطور حتی در بدترین شرایط نیز معنا و هدفی در زندگی نهفته است . یکی از بهترین کتاب هایی است که تا کنون خوانده‌ام . ارادت,5.0,4206.0,4.0,1.0
1398,9,این کتاب عالیه,5.0,4206.0,1.0,1.0
1396,6,هر چه در وصف مفاهیم زیبای این کتاب بگم ، کمه . این کتاب من رو از یکی از بحران‌های عجیب زندگیم بیرون کشید و نجات داد ، تقریبا هر ماه کامل میخونمش و حس می‌کنم شدیدا مدیون این نویسنده‌ام : ) هرکس که به معناشناسی علاقه داره اول ازین کتاب شروع کنه ، شگفت انگیزه .,5.0,4206.0,4.0,1.0
1397,6,عالی بود ، واقعا لذت بردم,5.0,4206.0,0.0,1.0
1397,9,برای قسمت اول خب باید بگم که به عنوان یه خاطره از اسرای آشویتس خوب و قابل تامله . هرچند اگر قراره برای همچین چیزی کتاب خونده شه کتاب‌های بهتری هست . برای قسمت دوم هم فقط در حد آشنایی با لوگوتراپی و روان‌درمانی اگزیستنسیالیستی خوبه . یعنی چیز عجیب غریبی نگفته نویسنده یا توصیف کاملی از نظریه‌اش نداده بلکه فقط چند کلمه برای آشنایی با این مکتب هست . کسی که می‌خواد شروع کنه به مطالعه روش‌های درمانی روانی مخصوصا در این باب ، این کتاب براش مفیده .,5.0,4206.0,4.0,1.0
1396,9,عالی بودمخصوصا داستان خود نویسنده و داستان‌های کوتاهی که از مردم توش آورده_بود .,5.0,4206.0,8.0,1.0
1398,5,کتابی است در باره روان‌درمانی اگزیسانسیال که مفاهیم پایه را بیان می‌کند,4.0,4206.0,2.0,1.0
1398,7,تقریبا چیزی بیشتر از اون یه صفحه خلاصه‌ای که آنتونی رابینز از این کتاب در کتابش « موفقیت نامحدود در بیست روز » آورده یاد نگرفتم . شاید اگه اول این کتابو میخوندم نظرم مثل بقیه دوستان بود .,2.0,4206.0,1.0,0.0
1395,9,فوق‌العاده اس,5.0,4206.0,1.0,1.0
1397,6,به جرات میتونم بگم یکی از بهترین کتاب هایی بود که خوندم … و به بقیه هم توصیه‌اش می‌کنم مخصوصا اگر احساس پوچی می‌کنید یا فکر می‌کنید رنج‌ها و درد‌ها بیهوده است … نکات جالبی رو راجع به اختیار و قدرت اراده و انتخاب آدما نشون میده و به من توی فهم خیلی از احساسات کمک کرد … مرسی از طاقچه بریده‌ها رو ازش به اشتراک گذاشتم ..,5.0,4206.0,4.0,1.0
1397,10,من pdf کتاب رو خوندم . برای من خیلی تاثیرگذار بود . فهمیدم آدمیزاد عجب موجود سگ‌جونیه ! و خود نویسنده هم میگه خیلی مسائل پزشکی که توی دانشکده پزشکی بهمون گفته بودن همش چرت بودن !,5.0,4206.0,2.0,1.0
1396,11,فرهنگشون خیلی زیاد با ما فرق داره . کتاب استاد عشق که زندگی‌نامه‌ی دکتر حسابیه رو ترجیح میدم . استاد عشق واقعا قشنگه .,1.0,4491.0,4.0,0.0
1398,7,فکر نمی‌کردم اینقدر جالب باشه جدای از خلاقیتش ، سخت کوشیش من رو تحت تاثیر قرار داده … توی شرکت خودت ، باهات مخالفت کنند بعد از کاری که میخوای انجام بدی دورت کنند بعدش بیای دوباره کار خودت رو بکنی ! عجیبه …,4.0,4491.0,3.0,1.0
1398,9,به جرعت می‌تونم بگم یکی از بهترین کتابایی که خوندم ، با این‌که خیلی از جاها بنا به نیاز برای روایت داستان نویسنده از اصطلاحات و سری توضیحات تخصصی استفاده میکنه اما ذره‌ای باعث نمیشه خواننده رو از خوندن منصرف کنه ، واقعا شخصیت استیو جابز نشون دهنده یک انسان موفقه و در کنارش نشون داده‌شده حتی انسان‌های موفق هم کامل نیستند و حتی ممکنه طرز تفکر‌های اشتباه و غلط هم داشته باشن اما فرق اون‌ها بابقیه اینه که خودشون رو باور دارن و اگر چیزی رو غلط بدونن اونقدر روی خودشون کار میکنن تا در خودشون حذفش کنن و اگر درست بدونن و تمام دنیا بگن غطه روی اون می‌مونن,5.0,4491.0,3.0,1.0
1395,9,واقعا عالی بود,5.0,4491.0,0.0,1.0
1396,4,واقعا قشنگ بود .,5.0,4491.0,2.0,1.0
1395,8,جالب بود . سپاس,5.0,4491.0,0.0,1.0
1395,7,عاشقه استیو جابز هستم روحشون شاد و یادشون گرامی آدمه خوبی بودن اصلا شرکت اپل بهترین هستن,5.0,4491.0,2.0,1.0
1396,11,به نظرم ارزش خواندن چند بار رو داشت . من به دنیای کامپیوتر علاقه دارم ، درک این فضا از دیدگاه یک شخص تاثیر گذار در این حوزه واقعا لذت‌بخش بود . این کتاب ارزشمنده ولی ما باید با بومی‌سازی صحیح و اصولی از تجربیات افراد موفقی مثل استیو جابز استفاده کنیم . ممنون از تیم طاقچه و مترجم متعهد کتاب .,5.0,4491.0,2.0,1.0
1398,2,اگه قالب epub بود بهتر بود ولی میخونم این کتاب را و نظرم را عوض می‌کنم .,4.0,4491.0,5.0,1.0
1395,12,شخصیت اصلی ، استیو جابز ، خیلی خاص هست و بنظرم خالی از لطف نیست که هر کسی ماجرای زندگیشو بخونه ، چون کلا دنیا تغییر پیدا کرد با مدیریتش تو اپل . بنظر من این کتاب ترجمه فوق‌العاده و محشری هست . کمترین اشتباه و بهترین راه ممکن واسه ترجمه از زبان انگلیسی . مترجم هم شخصیت کمال‌گرایی داره بنظر من مثل استیو جابز . واقعا خسته نباشه : ),5.0,4491.0,0.0,1.0
1396,6,نسخه‌ی چاپیش رو دارم ترجمه‌ی قوی نداره و در عین حال زندگینامه‌ی جذابی نیست ! خیلی پراکندست …از ابتدای کتاب وارد مسائل کاری شرکت اپل می‌شه و توضیحاتی می‌ده و اشخاص رو معرفی می‌کنه … . مثل جلد کتاب که خاکستریه داخلش هم متن و داستان ثقیل و خاکستری داره … واقعا باید خودت رو مجبور کنی و زور بزنی تا کتاب رو کامل بخونی ! به نظرم مترجم‌ها در اینچنین مواردی باید کمی هم دخل و تصرف کنند در متن و زوائد رو حذف کنند و به چاشنی و فضاسازی کتاب اهمیت بدن !,2.0,4491.0,3.0,0.0
1395,7,زندگینامه‌ها به نظر من همیشه درسهای واقعی میده . و کاربردی برای کسانی که تفکر کنند,1.0,4491.0,0.0,0.0
1396,6,نابغه بزرگی بوده☺,5.0,4491.0,2.0,1.0
1397,4,میشه یه نفر با استدلال و منطق بهم بگه بهترین ترجمه جنایت و مکافات از کیه ؟,5.0,5151.0,3.0,1.0
1394,10,این کتاب فوق‌العاده ست,5.0,5151.0,0.0,1.0
1398,6,نسخه‌ی صوتی رایگان کتاب با ترجمه پرویز شهدی تلگرام@dastayofsky,4.0,5151.0,1.0,1.0
1395,8,جنایت و مکافات در شخصیت‌پردازی یه شاهکار نزدیک به کماله ولی در پیرنگ به خاطر نداشتن پیچ‌های داستانی فوق‌العاده و استفاده نکردن از همه ظرفیت هایی که برای ایجاد تعلیق وجود داشته ، کمی یکنواخته اما به هر حال به خاطر تعلیقی که بسیاری از بخشای داستان داره ، احتمالا میتونه هر مخاطبی رو مثل من تا آخر داستان با خودش همراه کنه,4.0,5151.0,2.0,1.0
1396,6,راسکولنیکوف که پیر زن و شق کرد و من با اون تبر فرشته‌ی الهام و می‌کشم,4.0,5151.0,1.0,1.0
1397,5,وای عالی بود راسکولینکوف دوست‌داشتنی ❤,5.0,5151.0,2.0,1.0
1396,3,جنایات و مکافات را می‌توان در زمره برترین رمان هایی شمارد که تا کنون به نگارش درآمده است . همچنین از این نسک می‌توان به عنوان یکی از سه اثر برتر داستایفسکی نام برد . این رمان به غایت جذاب وگیرا با برترین و ظریف‌ترین تکنیک‌های داستان‌نویسی نگاشته شده و داستایفسکی بسیار با دقت به شخصیت‌های گوناگون و محیط پیرامون و شرایط سیاسی و اجتماعی رمان پرداخته_است . خواندن این رمان از جنبه فلسفی ، باورها و معیارها و ارزش‌های اخلاقی ما را به چالش می‌کشد . به‌شخصه جنایات و مکافات را در کنار جن زدگان ، شاهکار داستایفسکی می‌دانم و خواندنش را به تمامی شیفتگان ادبیات پیشنهاد می‌کنم .,5.0,5151.0,6.0,1.0
1396,2,عالی بود,5.0,5151.0,0.0,1.0
1394,10,با سلام از این کتاب بعنوان یکی از صد کتاب برتر تاریخ یاد می‌کنند . مسلما شایستگی‌اش رو داره . خواهشمند است دیگر آثار ماندگار و برتر داستایفسکی از جمله کتاب « ابله » ، « برادران کارامازف » و « شیاطین ( جن زدگان ) » رو هم به مجموعه طاقچه اضافه کنید .,5.0,5151.0,2.0,1.0
1396,5,خیلی گروونه !!! نصف قیمت چاپی کتابه ! هر برنامه یه مشکلی داره . امکانات اینجا خوبه ولی کتابها گرونه,1.0,5151.0,5.0,0.0
1394,12,کتاب خوبی بود ممنون تاقچه,5.0,5151.0,0.0,1.0
1398,6,سلام دوستان ، یه تخفیف ۵۰ درصدی دارم استفاده نمی‌کنم SB ۹۸ PD ۲ N ۷ WG ۳۵ Z,5.0,5151.0,2.0,1.0
1398,2,قطعا کتاب بی نظیریه تازه شرو کردم به خوندنش کلی ذوق دارم,5.0,5151.0,3.0,1.0
1397,12,یه کتاب خوب برای اشنایی با تاریخ فلسفه البته تو قالب رمان,5.0,5331.0,3.0,1.0
1397,5,دوستم این کتاب رو ده سال پیش خونده بود و من امروز تمومش کردم ( البته نسخه چاپ ترجمه آرزو خلجی مقیم که انصافا هم خوب بود ) و حسرت که‌ای کاش زود‌تر از این‌ها خونده بودمش ای کاش وقتی دبیرستان بودم دستم افتاده_بودی,5.0,5331.0,3.0,1.0
1397,5,عالیه صوتیش عالی تره,5.0,5331.0,1.0,1.0
1397,5,کتاب نثر ساده و روانی داشت . برای کسانی که اطلاع چندانی از فلسفه ندارن و بخوان در این زمینه اطلاع کسب کنن خوبه و پیشنهادش می‌کنم . داستان خط مشی خوبی داشت و به نظر من غافلگیری‌های خوبی داشت مثل اینکه سوفی میفهمه دنیایی که توش زندگی میکنه واقعی نیست واقعا منو بفکر فرو برد …سعی سوفی و آلبرتو برای فرار از دنیایی که توش زندگی میکنن هم برام جالب بود . اگه زندگی ماهم فقط یه خواب و رویا باشه چی ؟!! اگه ما زاییده تخیل یه نویسنده باشیم و به قول آلبرتو نوساناتی از اعماق مغز اون نویسنده باشیم چی ؟!! به نظرتون دنیای ما واقعیه ؟!!! اگه از اول داستان پا به پای سوفی فکر کنیین و به سوالا جواب بدین مطمئنن وقتی کتاب تموم میشه نظرتون نسبت به دنیای اطرافتون خیلی عوض میشه !!,5.0,5331.0,2.0,1.0
1397,11,من به‌شخصه ترجمه آقای حسن کامشاد رو ( از انتشارات نیلوفر ) توصیه می‌کنم ، با اینکه کمی سنگینه و یک سری کلمه داره که کمتر در گفتار عامیانه بیان می‌کنیم ، اما من اون نسخه رو ترجیح میدم چون به نظرم باعث میشه حتی سطح گفتار آدم هم تغییر کنه . و اضافه کنم آقای نویسنده « یوستین گردر » تشریف دارند … !,2.0,5331.0,5.0,0.0
1396,10,لطفا ترجمه حسن کامشاد از انتشارات نیلوفر رو در سایت قرار بدین . با تشکر,4.0,5331.0,3.0,1.0
1397,4,اولاش خیلی خوبه داستانش‌اصلا کشش نداره ولی در کل خوبه,4.0,5331.0,2.0,1.0
1398,2,جلدشو دوس ندارم جلد کتاب تنها چیزیه که منو به خرید کتاب مجبور می‌کنه,5.0,5331.0,4.0,1.0
1396,3,ترجمه بسیار بسیار ضعیف هست . در بحث فلسفه ، اصلا نلاید سرسری ترجمه کرد . حیف از این کتاب خوب ..,1.0,5331.0,2.0,0.0
1397,6,هیچ بنی بشری تاحالا نتونسته اینقدر قشنگ تاریخ فلسفه رو به انسان یاد بده . کتاب بینظیریه .,5.0,5331.0,4.0,1.0
1398,9,دوستانی که این کتاب رو مطالعه کردید میشه راهنمایی کنید بهترین و روانترین ترجمه‌ی دنیای سوفی کدومه ؟؟ چند سال پیش قرض گرفتم این کتاب رو عالی بود به شدت جذبم کرد ولی حس کردم ترجمه‌اش روان نیست و متاسفانه نصفه رهاش کردم …,5.0,5331.0,3.0,1.0
1396,9,کتاب خوب و زیبایی هست پیشنهاد می‌کنم بخونین,5.0,5331.0,1.0,1.0
1397,1,کتابی برای همه در زمان مناسب . بشخصه ترجمه‌ی روان جناب حسن کامشاد رو خوندم که حق مطلب رو در کتابی چنین دشوار ادا کردند . دنیای سوفی مانیفستی جامع برای سیر تاریخ فلسفه ، آشنایی با فلاسفه‌ی قدیم و جدید و شناخت نظریات اصلی ومکاتب شکل دهنده‌ی اسکلت‌بندی فلسفه‌ی امروزی ست . کتابی که شاید نیاز باشه بارها خوانده بشه تا کلیتی منسجم و قابل برداشت از فلسفه بدست بساریم . بیان شیوا و همه فهم گورد به این موضوع بسیار کمک کرده و از طرفی داستان اصلی کتاب ( رابطه مرید و مرشدی دختری بنام سوفی با مردی بنام البرتو ) خواننده بسیار درگیر میکنه و هنر نویسنده زمانی چشمگیر‌تر میشه که درسهای ردو بدل شده بین شخصیت‌های کتاب به بیرون از کتاب و خواننده اون هم کشیده میشه و مباحث و چالش‌های مطرح‌شده در کتاب در واقع برای خواننده هم چالش میشه ، هنری که در قدرت گوردر برای انتخاب و چینش مباحث فلسفی و همراهی خواننده در سیر تاریخ فلسفه به حد اعلای خودش میرسه و شما لحظه‌ای بی راهنما خودتون رو حس نمی‌کنید . دنیای سوفی کتابی ست که به همه عزیزان علاقه‌مند به فلسفه توصیه میشه و چه بهتر که شما داری پیش‌زمینه‌ای از مباحث بنیادین فلسفی باشید و در عذم این حالت هم میشه با جستجویی کوتاه حین خواندن کتاب به درک بیشترش رسید . از طرفی !!! … دنیای سوفی منطبق با نگاه سکولار و فلسفه‌ی اگزیستانسیال نویسنده نگاشته شده و رگه‌های باور کتاب در جای‌جای اون دیده میشه ، به همین خاطر ( علی‌الخصوص ) در فصل‌های پایانی کتاب تشکیک در خواننده ( خوداگاه یا ناخوداگاه ) بیشترین دستاورد نویسنده است به همین خاطر پیشنها میشه دوستانی که دچار این نوع تفکر و سرانجام شک میشن در این نقطه نایستند و به مطالعه مطالب و کتابهای عرفانی مکمل این علم بپردازند ، یادمون باشه که فلسفه مطلق خام و ابتر است و همین چیزی ست که بسیاری به درجا زدن و در مواردی ناامیدی میرسونه .,5.0,5331.0,6.0,1.0
1394,10,کتا ب خوبی بود دوستش داشتم ولی عالی نبود,0.0,5417.0,0.0,0.0
1395,12,خیلی خوب بود,5.0,5417.0,0.0,1.0
1396,8,کتاب فوق‌العاده‌ای بود و از بهترین کتاب هاییه که تا الان خوندم ، حتما پیشنهاد می‌کنم که بخونید,5.0,5417.0,1.0,1.0
1394,9,خیلی خوب بود لذت بردم,5.0,5417.0,0.0,1.0
1394,10,البته این کتاب را توصیه می‌کنم بخونین ارزشش را داره من که خیلی لذت بردم,5.0,5417.0,0.0,1.0
1398,2,فک کنم چون نویسنده چینی ایه ، اینقد رمانش ملموسه … از خوندنش لذت بردم …رمان دارای لایه‌های روانشناختیه که نشون میده نویسنده مطالعات خوبی در این زمینه داشته …بنظرم ترجمه میتونست بهتر باشه …,5.0,5417.0,4.0,1.0
1395,9,آموزنده است .,5.0,5417.0,0.0,1.0
1398,9,کتاب خوبی بود و خوبه که پدر و مادرها بخونن . ولی آخراش میتونست بهتر هم باشه,4.0,5417.0,1.0,1.0
1396,9,داستان یک زندگی با دو فرهنگ و نژاد ( آمریکا+ چین ) مشکلاتی که هست و میشه گفت تا حدودی به دیدگاه و ذهنیت بر می‌گرده که باعث میشه بزرگ و بزرگ‌تر بشه و حرف نزدن در موردش اونو عینه یه دیوار قلعه علم کنه بی‌توجهی به یک فرزند پر توجهی به فرزند دیگه براورده کردن اونچه یک پدر یا مادر می‌خاد پر کردن خلا از طریق فرزندان و … .. خیلی از مشکلاتی که به راحتی قابل لمسه و توی هر خانوادت ای چه آگاهانه چه ناخودآگاه دیده میشه . . و در آخر داستان چیزی که می‌شه نهایتا بهش رسید دانستن این هست ۱ ما طلسمی که قضا بسته ندانیم شکست کاسه و کوزه سر هم بشکانیم که چه #شهریار ۲ عمر منت مجال تغافل نمی‌دهد مشنو که هست شرط محبت تغافلی #شهریار . قدر هم رو بدانیم که عمر کوتاه‌تر از هر کوتاهیه,5.0,5417.0,5.0,1.0
1398,7,"بقول جبران خلیل جبران : "" فرزندان شما ، فرزندان شما نیستند . آن‌ها پسران و دختران اشتیاق زندگی اند . آن‌ها از طریق شما آمده‌اند و نه از شما . و اگر چه آن‌ها با شما هستند ، متعلق به شما نیستند . شما می‌توانید عشق خود را به ایشان بدهید ، ولی افکارتان را نه . زیرا آن‌ها افکار خودشان را دارند . شما می‌توانید تن ایشان را در پناه خود سکنی دهید ، ولی روح شان را نه . زیرا روح ایشان در خانه فردا ساکن است ، خانه‌ای که شما نمی‌توانید آن را ببینید . خانه‌ای که شما حتی در رویاهایتان قادر به دیدن آن نیستید . شما می‌توانید تلاش کنید که مثل آن‌ها شوید ، ولی هیچ‌گاه سعی نکنید آن‌ها را مثل خودتان سازید … "" و در پایان … سکوتم از رضایت نیست توصیه شدید به پدرها مادرها",5.0,5417.0,12.0,1.0
1395,5,عالی بود …پیشنهاد می‌کنم بخونید,4.0,5417.0,0.0,1.0
1396,6,تازه نسخه چاپیشو تموم کردم پاراگراف اولش خیلی خوب بود از اون کتابهاست که هر چه جلوتر میره قشنگ‌تر میشه,4.0,5417.0,0.0,1.0
1397,5,یک چیزی در رابطه با این کتاب منو ازار می‌داد اونم سایه‌ی یاسی بود که بر سر کتاب گسترانده_شده_بود ، ملال‌آور ، غمگین ، اما در کل خوب بود و درس‌های زیادی داشت,4.0,5417.0,1.0,1.0
1397,4,همش توی مهمونی و سفر بودن یکم دور از واقعیت جلوه می‌داد در کل کتاب خوبی بود البته فیلمش قشنگ‌تر بود,4.0,5663.0,3.0,1.0
1397,4,این کتاب عالیه .,5.0,5663.0,3.0,1.0
1397,8,من کتابش رو نخوندم اما فیلمش بی نظیره حتما ببینید,5.0,5663.0,1.0,1.0
1395,7,بسیار خوب و کامل . این بهترین ترجمه ایه که برای این کتاب دیدم,5.0,5663.0,0.0,1.0
1396,3,واقعا کتاب خیلی خوبی هست ؛ تا الان رمانی نخوندم که به این خوبی انبوهی از شخصیت‌های مختلف با افکار و عقاید متفاوت را به این زیبایی کنار هم قرار داده باشه ؛ داستان عشقی متفاوتی داره و واقعا جای این را داره که مردم کشور ما از این آداب برای ازدواج اندکی استفاده کنند و به ازدواج‌های بی‌فکر تن ندهند .,5.0,5663.0,0.0,1.0
1397,3,دوستان میشه چند تا اثر کلاسیک واقعا خوب معرفی کنید ???? و لطفا نام مترجم رو هم همراه عنوان کتاب بگید,5.0,5663.0,1.0,1.0
1395,8,من قبلا فیلمشودیدم زیباس . ممنون طاقچه,5.0,5663.0,0.0,1.0
1397,7,اصلا خوشم نیامد . بسیار ساده و بی محتوی بود . پشیمان شدم که اینهمه وقت برای خواندنش گذاشتم . شاید فیلمش جذابیت داشته_باشد ولی کتابش برایم خسته‌کننده بود . در واقع از همان اول ، آخرش قابل پیش‌بینی بود و این باعث شد جذابیتی برایم نداشته_باشد,1.0,5663.0,2.0,0.0
1397,10,دوران راهنمایی ما‌ها رمان‌های فهیمه رحیمی و م . مودب پور میخوندیم . معلم ادبیاتمون غرور و تعصب و بر باد رفته رو بهمون معرفی کرد٬ کیفیت رمان هامونو چند ده درجه برد بالا . چه کیفی داشت خوندش خیلی ممنونم ازت خانم شادپی٬ معلم عاشق,5.0,5663.0,4.0,1.0
1396,8,بهترین ترجمه این کتاب مال کیه ؟ من خوندم اما دلم میخواد دوباره بخونم .,5.0,5663.0,1.0,1.0
1397,4,اوایلشو زیاد دوست نداشتم ولی کتاب خوبی بود ،,5.0,5663.0,3.0,1.0
1395,6,عالیه,5.0,5663.0,0.0,1.0
1398,3,من با ترجمه‌ی رضایی خوندم ، متنش خیلی سنگین بود . ترجمه‌ی سلیس‌تر دیگه‌ای می‌شناسید ؟ ( به غیر از مصاحب ),4.0,5663.0,1.0,1.0
1396,11,زیبا,5.0,5693.0,3.0,1.0
1396,11,من این کتاب و از بقیه آثار چیستا یثربی بیشتر دوست دارم ، انگار که واقعی‌تر و ملموس تره .,5.0,5693.0,0.0,1.0
1396,11,دوستان … داستان براساس واقعیته ؟؟؟؟؟,5.0,5693.0,1.0,1.0
1396,12,بسیار عالی !!!!,5.0,5693.0,3.0,1.0
1396,11,خیلی خیلی عالی بود,5.0,5693.0,1.0,1.0
1396,11,جسارت نویسنده قابل تحسین هست در نوشتن این داستان,5.0,5693.0,2.0,1.0
1396,12,خیلی قشنگ بود,5.0,5693.0,4.0,1.0
1396,11,جذاب بود . بعد از خوندنش غم عجیبی توی دلم نشست ..,5.0,5693.0,3.0,1.0
1396,12,خیلی عالی بود من خیلی خوشم اومد مخصوصا اینکه عاشقانه بوود,5.0,5693.0,4.0,1.0
1396,11,عالی … .,5.0,5693.0,0.0,1.0
1396,11,استفاده از آرایه‌های ادبی باعت تجسم کردن وقایع قصه می‌شد کلیت داستان هم زیبا بود هم واقعیت عالی❤,5.0,5693.0,3.0,1.0
1396,11,کتاب پرمحتوا وخوبی بود .. نویسنده قلم روون وجذابی داره اماتقریبااواخرکتاب جذابیت داستان ناگهان افت میکنه …اما ب طور کل کتاب خوبیه ومن ازخوندنش خیلی لذت بردم,4.0,5693.0,2.0,1.0
1396,11,زیبا بود با تشکر از طاقچه و خانم یثربی,5.0,5693.0,1.0,1.0
1397,1,خوندنش خالی از لطفه,1.0,5742.0,2.0,0.0
1395,10,نثر خوب و داستان سازی قوی از نکات مثبت این کتاب است . شخصا به داستان هایی با پایان باز علاقه ندارم فقط از فصل آخر لذت بردم .,2.0,5742.0,0.0,0.0
1397,10,کتاب خوبی بود . نصف روز خوندمش داستان خدادادخان خیلی سیاسی و در فضای همون روزای نویسنده بود . خیلی دلچسب نیست .. کلی این کتاب میپردازه به ضایع شدن حق زن در جامعه که الان فک کنم عکس این قضیه داره اتفاق می‌افته شاید اگر جلال الان بود اسم کتابشو میذاشت مرد زیادی داستان زن زیادی خیلی تلخه ولی واقعیت جامعه ماست ..,5.0,5742.0,1.0,1.0
1397,11,زیبا اما کوتاه,4.0,5742.0,0.0,1.0
